"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"D1"	"D2"	"D3"	"D4"	"D5"	"D6"	"D7"	"D8"	"D9"	"D10"	"E1"	"E2"	"E3"	"E4"	"E5"	"E6"	"E7"	"E8"	"E9"	"E10"	"F1"	"F2"	"F3"	"F4"	"F5"	"F6"	"F7"	"F8"	"F9"	"F10"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"H1"	"H2"	"H3"	"H4"	"H5"	"H6"	"H7"	"H8"	"H9"	"H10"	"I1"	"I2"	"I3"	"I4"	"I5"	"I6"	"I7"	"I8"	"I9"	"I10"	"J1"	"J2"	"J3"	"J4"	"J5"	"J6"	"J7"	"J8"	"J9"	"J10"	"K1"	"K2"	"K3"	"K4"	"K5"	"K6"	"K7"	"K8"	"K9"	"K10"	"L1"	"L2"	"L3"	"L4"	"L5"	"L6"	"L7"	"L8"	"L9"	"L10"	"M1"	"M2"	"M3"	"M4"	"M5"	"M6"	"M7"	"M8"	"M9"	"M10"	"N1"	"N2"	"N3"	"N4"	"N5"	"N6"	"N7"	"N8"	"N9"	"N10"	"O1"	"O2"	"O3"	"O4"	"O5"	"O6"	"O7"	"O8"	"O9"	"O10"	"P1"	"P2"	"P3"	"P4"	"P5"	"P6"	"P7"	"P8"	"P9"	"P10"	"age"	"gender"	"accuracy"	"country"	"source"	"elapsed"
2	2	2	4	2	2	3	4	2	2	4	4	4	4	4	4	4	4	4	2	4	2	2	4	3	4	4	4	2	2	3	3	2	2	4	2	4	2	2	3	2	3	3	2	2	4	2	3	2	2	4	2	4	4	4	3	4	2	2	2	4	4	4	2	2	3	2	2	4	4	4	4	4	3	4	2	2	2	4	2	2	2	3	4	3	4	4	4	4	2	2	2	2	4	4	4	4	4	4	2	2	4	4	4	4	4	4	4	2	2	3	2	4	4	2	2	4	4	4	3	2	4	3	4	4	4	4	2	2	2	2	2	2	3	4	4	4	4	4	4	4	4	2	4	4	4	2	4	4	4	2	2	4	2	2	4	4	2	4	4	4	2	2	17	1	90	US	1	421
3	3	4	3	3	3	4	4	4	3	4	5	4	4	4	4	4	4	2	2	2	2	2	2	2	3	3	2	4	4	4	2	1	4	4	3	5	4	5	2	2	3	1	3	1	3	1	3	4	3	5	4	4	2	3	1	2	5	3	4	5	3	4	2	2	2	1	3	2	4	3	4	3	4	2	4	3	3	1	5	5	5	3	5	5	5	5	5	4	1	1	1	1	4	3	2	3	4	3	4	1	3	3	4	5	3	4	4	1	2	2	2	3	4	5	4	4	4	3	4	2	2	5	1	3	5	3	3	4	3	4	3	4	4	4	4	4	4	4	5	3	4	2	3	4	4	4	4	2	2	3	2	3	5	5	4	5	3	5	2	2	1	2	53	1	85	US	1	637
2	5	4	4	4	4	4	2	2	2	4	4	4	5	5	5	4	4	2	1	2	2	2	5	5	5	5	1	1	1	1	1	1	5	4	2	5	4	5	2	3	2	1	4	5	5	5	4	2	1	1	1	2	5	5	5	5	5	1	3	5	1	4	4	4	4	4	4	1	1	2	2	1	4	5	4	1	1	2	3	4	2	3	2	4	4	4	4	3	2	2	2	3	3	2	2	4	2	2	2	4	3	2	4	2	1	2	2	2	2	1	2	3	1	2	1	1	1	2	1	5	4	1	2	4	4	4	3	2	1	2	4	1	2	2	2	2	4	4	4	5	4	3	4	5	4	4	5	2	2	4	2	2	1	2	4	4	2	4	4	5	4	4	20	1	95	US	6	570
4	4	4	4	4	4	4	4	2	2	4	5	5	5	5	5	4	5	2	2	2	1	1	2	4	4	3	2	3	2	2	1	2	5	4	4	5	5	3	3	3	2	3	1	1	3	1	4	1	2	5	2	5	1	4	1	4	2	2	3	4	2	4	4	2	2	2	3	5	4	3	4	4	5	5	5	2	4	3	3	4	1	2	2	2	2	2	2	1	3	3	4	4	4	4	3	3	3	3	2	4	2	2	4	5	3	3	2	2	3	1	1	1	4	2	2	5	4	4	2	4	3	3	4	3	5	3	1	1	2	1	1	1	2	4	4	4	4	5	5	2	3	2	4	3	5	4	4	4	3	4	4	3	4	4	4	4	2	4	3	3	3	3	38	2	80	US	6	460
4	5	4	4	4	3	4	2	2	2	4	4	3	4	4	3	2	3	2	4	2	2	2	2	2	3	4	2	4	4	4	4	4	3	5	4	4	3	4	3	2	3	2	2	4	5	4	4	3	1	1	2	1	1	2	1	2	3	4	4	5	4	4	4	3	5	2	4	4	4	3	4	3	2	3	2	2	2	4	2	3	2	3	3	4	4	4	4	3	3	2	2	2	3	4	4	5	4	4	4	1	1	1	2	2	2	4	3	4	3	2	3	4	4	3	3	5	4	4	2	2	2	2	4	4	4	3	4	2	2	2	2	2	4	4	4	4	3	4	4	2	3	3	2	1	2	3	3	4	4	4	4	4	4	4	3	3	2	3	3	2	4	3	16	1	90	US	2	588
5	5	4	5	5	5	5	1	1	2	4	4	4	5	5	4	5	5	5	1	1	2	4	2	4	5	4	4	2	2	1	1	1	5	4	2	5	4	4	2	2	4	1	5	5	5	5	5	4	1	1	1	2	3	4	1	5	5	4	4	4	4	3	5	5	5	5	5	1	1	2	1	1	4	5	4	4	4	3	4	4	1	4	1	5	2	4	4	1	4	4	4	5	5	2	4	2	3	3	2	4	2	2	5	5	1	5	2	2	2	1	1	2	2	1	2	4	2	2	4	5	4	5	4	5	5	5	5	5	1	2	4	1	5	2	2	4	2	1	4	5	5	5	4	1	4	5	2	4	4	4	4	4	4	4	1	4	1	4	1	2	5	5	28	2	85	US	1	636
4	4	4	3	4	4	5	4	2	2	4	4	4	5	4	4	4	4	4	2	3	2	1	4	4	4	4	4	2	2	2	1	2	4	2	4	4	4	4	2	2	2	2	2	2	2	3	2	1	3	2	2	2	5	4	3	4	4	1	1	3	1	2	4	2	4	4	4	2	2	2	2	2	5	4	4	2	3	4	2	2	2	2	2	3	2	3	3	2	3	3	3	3	1	2	1	2	2	2	2	4	4	4	4	2	3	2	4	3	3	2	3	4	1	2	2	2	2	2	2	2	3	4	4	4	4	4	4	4	2	2	4	4	2	3	4	4	4	4	4	4	4	3	4	5	4	4	5	3	1	1	2	1	2	2	2	2	2	2	3	4	5	3	51	2	85	CA	1	836
3	3	4	4	4	4	4	4	3	3	3	4	4	4	4	3	4	3	3	4	2	2	4	2	4	3	4	3	4	3	3	2	3	3	3	4	3	3	3	3	2	3	3	2	2	4	2	3	3	2	3	2	4	3	4	2	4	4	3	4	3	4	3	2	3	2	3	4	3	4	3	4	3	5	4	5	2	4	5	1	1	2	3	2	4	3	3	4	3	3	4	4	3	5	4	4	4	3	3	4	4	2	4	2	4	3	3	2	4	3	3	4	2	4	3	4	3	4	3	3	4	3	3	5	4	5	3	3	2	5	2	2	4	4	5	5	4	5	5	5	2	3	4	2	3	4	3	3	4	2	3	4	4	4	4	2	2	3	3	3	2	4	4	25	2	100	LV	3	754
4	4	4	4	3	4	4	2	2	2	4	4	5	4	5	4	5	5	2	2	3	2	2	5	4	4	5	5	1	1	1	1	2	4	4	4	4	4	5	4	2	2	2	2	3	3	2	4	2	2	3	2	4	4	4	1	4	4	1	1	1	1	4	4	3	2	4	4	3	4	2	3	3	4	4	5	1	1	3	2	4	2	2	2	4	1	1	4	1	4	4	4	3	4	1	2	2	5	2	2	2	4	4	3	3	4	1	3	4	4	2	3	4	1	2	2	2	1	2	1	5	4	4	5	4	4	4	4	2	1	2	2	2	3	5	4	4	4	4	4	4	4	2	4	3	4	4	4	4	4	2	2	2	1	1	4	2	1	3	2	4	4	4	40	1	100	IN	1	859
5	5	5	5	0	5	5	1	1	1	4	3	3	5	5	3	3	2	2	2	1	2	2	3	4	4	3	4	3	2	2	2	2	5	4	3	4	4	3	2	2	2	2	1	1	2	3	3	2	3	3	2	2	4	4	5	4	3	3	3	1	2	0	4	2	4	4	4	2	2	1	2	3	4	3	3	3	4	4	3	3	2	1	2	2	2	2	2	3	4	4	3	3	5	4	4	2	5	2	4	4	3	2	2	2	1	3	2	5	3	4	3	4	3	2	2	3	2	3	2	2	4	3	4	4	4	4	4	2	1	2	3	2	3	0	4	4	5	4	4	4	2	2	2	2	3	3	3	3	3	4	3	4	3	3	2	3	2	4	3	3	4	4	18	2	95	US	2	1054
1	3	1	3	5	4	3	5	3	4	3	3	2	4	5	4	1	3	2	3	2	5	4	1	5	4	4	4	1	1	1	1	1	4	3	5	5	4	3	2	3	3	1	3	2	5	3	5	4	1	3	4	1	4	3	1	4	3	2	4	4	2	5	4	2	3	4	4	1	1	2	3	3	1	1	1	3	1	4	1	5	5	5	2	3	1	3	4	3	3	3	3	3	4	3	4	4	3	3	4	2	4	3	2	1	3	3	4	5	4	2	3	4	2	1	1	3	2	1	1	5	3	5	3	5	4	2	4	5	4	4	1	4	3	4	5	3	4	4	5	3	2	1	3	3	3	2	4	3	2	1	1	2	3	3	3	3	2	3	4	3	5	4	16	2	95	US	6	776
3	4	4	4	5	4	4	5	2	4	4	4	5	5	4	5	3	5	2	2	2	1	2	3	4	3	2	1	2	3	1	3	1	3	5	2	5	4	4	2	1	2	1	2	4	5	3	4	3	1	1	1	1	3	4	1	5	4	2	1	4	4	4	3	2	5	2	4	5	2	2	5	1	5	4	4	1	5	2	5	4	2	3	4	4	2	3	4	2	4	3	4	4	4	4	3	3	4	2	4	5	2	2	4	3	3	4	4	1	2	4	2	4	2	2	1	4	4	5	2	2	3	4	4	4	4	4	4	4	3	2	3	2	2	3	3	4	4	4	4	3	3	2	5	2	5	3	3	3	4	3	2	4	4	2	3	4	3	4	1	1	3	2	16	1	85	US	6	1005
5	4	4	4	5	5	5	2	1	3	4	5	5	4	5	4	2	4	3	1	2	1	1	4	5	3	5	4	1	1	2	1	1	5	4	4	4	4	4	2	2	3	1	5	5	5	2	5	5	1	3	5	3	3	4	2	4	4	3	3	3	3	4	4	5	5	5	4	2	2	1	2	1	5	5	5	1	1	4	2	2	1	4	2	2	3	2	5	2	3	4	3	3	3	3	3	3	3	4	4	2	4	4	3	1	1	4	1	4	2	4	4	4	3	1	1	2	4	1	3	2	4	4	5	4	5	3	3	2	3	2	2	2	3	3	4	2	2	3	4	4	4	4	3	4	5	4	4	4	2	4	2	4	1	2	2	2	1	4	2	4	4	0	16	1	90	US	6	1324
4	5	4	5	5	4	5	4	3	2	3	2	4	5	3	4	3	3	4	0	3	1	3	2	2	3	4	4	1	2	2	2	4	1	2	2	2	2	3	3	3	4	3	2	2	5	1	4	2	1	4	2	1	3	4	1	4	3	2	2	4	2	4	3	2	1	5	4	4	3	2	5	5	4	5	4	2	5	5	1	1	1	2	3	3	3	3	2	1	4	4	4	2	2	5	4	5	3	3	4	3	2	2	3	1	3	5	5	2	2	4	2	2	3	4	3	4	3	3	3	2	2	2	5	5	4	3	2	2	1	3	2	2	3	5	4	3	5	3	5	2	4	2	4	4	3	4	4	4	4	3	1	2	1	1	1	1	3	2	1	5	3	2	15	2	95	US	1	969
2	4	2	5	5	4	3	2	1	1	4	3	1	4	5	1	2	4	4	3	1	1	1	4	4	2	5	4	4	2	1	1	4	2	2	1	4	2	2	4	3	4	4	2	2	4	1	5	5	2	2	1	1	4	4	1	5	2	2	2	4	2	2	2	1	2	3	2	4	4	5	5	5	5	5	4	1	4	4	1	1	1	2	1	1	2	1	1	1	5	5	5	4	4	4	5	4	2	2	4	4	2	2	5	2	2	3	5	1	2	1	1	2	4	2	2	1	2	1	1	5	5	3	5	4	5	4	5	1	4	1	1	1	2	5	5	2	1	4	5	4	4	1	2	1	4	1	2	4	4	5	5	5	2	1	2	2	2	1	2	4	5	4	16	2	90	US	6	2064
5	5	5	4	4	5	5	3	1	3	5	4	5	5	5	4	4	5	3	3	1	1	1	5	5	5	4	2	1	1	1	1	3	4	5	5	5	4	4	1	2	3	1	1	1	5	2	4	1	2	4	2	3	5	5	5	5	5	2	2	5	2	2	4	2	5	4	4	2	4	2	5	4	5	5	5	1	1	3	3	4	4	2	3	5	4	2	4	1	4	4	4	3	5	4	4	4	4	3	4	5	1	1	4	2	3	5	4	4	2	4	4	5	2	3	4	4	5	3	2	2	3	5	5	4	3	4	4	3	4	3	2	5	5	5	5	4	5	5	5	4	3	3	4	2	5	4	5	3	3	4	4	4	2	2	4	4	3	5	4	3	4	4	17	1	95	US	6	1507
5	4	4	4	5	4	5	2	1	2	4	4	4	5	4	2	3	4	2	2	1	1	3	4	4	3	2	2	2	2	1	1	4	5	3	2	2	4	3	2	3	1	2	2	2	3	3	4	3	2	2	1	2	3	5	1	4	5	1	1	3	1	2	4	2	4	3	4	2	2	2	4	2	3	3	3	1	4	3	2	4	1	2	1	2	3	2	3	1	4	4	4	3	1	3	2	4	1	1	2	3	3	3	2	1	1	4	2	4	4	2	3	3	4	2	4	4	4	5	3	2	2	2	3	3	4	3	3	3	3	3	3	3	3	3	4	3	3	3	4	4	3	3	2	3	4	4	4	2	2	1	1	3	4	3	2	3	3	4	3	2	5	2	17	2	70	US	6	692
4	4	4	4	4	4	4	3	2	2	4	4	5	5	4	4	4	4	1	1	2	1	1	4	4	4	3	5	1	2	2	2	1	4	4	4	4	4	4	2	2	2	2	3	4	2	3	4	2	3	2	2	2	4	5	2	4	4	1	3	4	2	2	5	4	4	4	4	2	2	1	1	2	4	4	5	1	4	4	3	2	2	2	2	2	2	2	3	1	4	3	4	4	4	3	4	4	4	1	4	3	2	3	2	2	1	2	1	4	4	3	4	5	2	2	2	4	2	4	2	4	4	1	5	5	4	4	4	1	2	2	1	1	2	2	4	3	3	4	2	4	5	3	4	2	4	5	5	4	3	4	4	4	2	2	2	2	2	2	2	4	4	4	53	1	90	IE	6	2016
3	4	4	3	4	5	4	3	2	2	4	5	4	5	4	4	2	4	3	2	4	1	1	1	2	4	4	4	4	5	5	2	4	4	3	4	4	4	4	4	2	2	2	3	3	5	3	5	5	1	4	2	1	2	2	1	4	5	3	5	4	2	4	3	3	5	4	4	3	4	2	5	2	4	5	3	3	3	4	3	2	1	4	4	5	4	4	4	3	2	3	2	1	5	5	5	5	4	4	5	2	1	1	4	4	3	5	4	2	1	3	3	2	4	1	3	5	5	2	2	1	2	3	5	4	4	3	5	2	2	2	2	2	2	2	4	4	4	3	3	4	4	4	4	2	3	4	5	4	2	2	2	4	3	2	4	2	2	2	5	3	2	2	16	1	100	US	1	966
4	4	3	4	3	3	3	4	3	3	3	3	5	4	4	3	4	4	4	3	3	3	3	2	2	3	2	1	4	3	3	3	2	3	4	3	4	4	3	3	2	2	2	3	3	4	3	4	4	2	3	3	3	3	3	3	4	3	3	2	4	4	3	3	3	3	3	3	3	3	2	4	2	5	5	5	3	1	3	3	3	3	3	4	5	4	5	4	2	2	2	2	2	4	4	4	2	4	3	4	3	2	2	2	3	2	3	2	3	2	3	4	4	3	4	3	4	4	4	4	3	2	4	3	4	4	3	4	2	2	3	3	0	3	4	3	3	2	3	3	3	4	3	2	3	3	4	3	4	4	3	2	4	4	4	4	4	3	4	2	2	1	2	31	2	50	GB	6	1350
3	2	2	4	4	3	3	4	2	2	3	4	4	4	4	3	3	3	4	4	3	3	4	2	4	4	2	2	4	3	3	3	2	4	4	4	4	4	4	2	4	2	2	4	4	2	4	4	4	2	2	3	3	4	4	3	2	3	3	3	4	4	2	4	4	2	4	4	2	4	2	2	2	4	3	3	3	3	3	3	3	3	2	4	4	4	4	4	1	3	3	4	3	4	4	3	4	4	4	3	4	2	3	2	2	2	4	2	3	4	2	4	4	5	4	4	4	4	3	4	2	2	4	2	4	4	2	4	4	4	2	2	3	4	3	4	2	4	2	4	4	4	2	4	2	4	3	3	4	4	4	4	2	4	2	4	4	4	4	4	2	2	1	43	2	80	GB	6	1362
4	4	4	4	4	4	4	3	2	2	4	3	4	4	4	3	4	4	4	2	2	1	2	4	4	4	4	4	2	2	2	2	2	3	3	3	2	4	3	2	2	4	2	2	2	3	2	4	2	2	4	2	4	3	4	1	4	4	2	2	4	2	3	4	2	2	4	4	4	2	2	4	3	4	4	4	4	4	5	2	2	4	2	2	3	2	3	4	1	4	4	4	4	2	4	2	4	3	2	2	3	2	2	2	2	3	3	4	3	4	2	4	4	2	2	2	2	2	4	2	4	4	3	4	4	4	4	4	2	2	3	4	4	2	2	4	4	4	4	4	4	4	2	4	2	3	2	3	4	4	4	4	4	2	2	2	2	2	2	2	4	4	3	53	2	95	US	6	891
3	3	3	3	4	4	4	4	2	4	4	3	5	5	5	4	3	4	4	1	5	1	1	1	2	4	2	2	4	3	5	3	2	5	2	3	3	4	3	3	1	2	3	1	1	5	1	5	1	2	5	2	2	3	4	5	4	4	4	2	5	3	4	2	2	3	2	3	4	4	1	5	4	4	5	4	2	4	3	4	3	2	2	2	5	4	4	4	2	3	2	4	2	3	4	3	4	3	2	4	2	2	2	3	3	3	4	4	4	3	2	3	4	4	4	4	5	5	5	4	1	2	2	4	3	4	3	4	2	2	3	3	2	2	3	4	5	4	4	4	2	1	4	4	2	4	4	4	3	2	4	5	4	4	3	4	3	3	5	4	2	4	2	42	2	90	US	1	500
2	2	4	3	3	3	3	4	2	3	5	5	5	5	5	4	4	5	2	1	2	1	1	2	4	3	4	4	2	3	2	3	4	2	2	4	4	3	4	4	1	2	2	1	2	4	1	4	2	2	4	1	2	1	1	1	1	4	4	4	4	5	5	4	2	4	3	4	2	2	2	3	3	5	3	5	2	4	3	2	3	1	4	2	2	4	3	4	1	3	4	4	4	2	4	3	4	4	2	3	2	3	2	4	5	3	4	3	4	2	2	4	4	4	2	2	2	2	2	2	4	4	4	1	5	5	4	3	1	2	2	2	2	2	2	5	4	3	5	0	4	5	5	3	1	3	3	4	2	2	4	4	4	1	1	2	3	2	2	4	5	4	2	28	1	96	US	2	15579
1	4	3	3	4	3	4	3	3	3	4	5	4	4	4	2	4	4	2	2	2	2	2	3	4	4	4	2	2	2	2	3	4	4	4	3	4	4	4	4	3	5	5	2	4	4	4	5	4	4	1	3	1	5	4	5	5	5	1	1	4	1	2	4	4	4	3	4	3	2	2	3	3	4	4	4	2	5	5	1	4	1	2	1	2	3	2	3	1	5	0	5	5	3	3	4	2	4	2	3	5	3	3	2	2	2	4	4	3	2	2	3	4	4	4	4	4	3	5	4	3	2	2	4	4	4	3	3	3	3	4	4	2	2	3	4	3	3	4	3	2	3	3	4	2	4	3	4	3	2	4	4	4	4	3	3	3	4	4	4	3	5	4	19	2	85	US	2	3006
5	5	5	5	5	5	5	5	1	1	5	2	4	5	2	4	5	4	1	2	1	1	1	2	5	2	4	2	4	1	1	1	3	2	1	4	4	2	4	2	2	3	1	2	1	2	1	4	1	2	5	2	5	2	2	3	3	4	3	3	1	2	1	5	4	2	5	5	1	1	1	2	1	5	5	5	4	2	5	3	4	1	1	4	1	1	2	4	1	2	4	3	2	1	4	2	2	5	1	3	2	4	4	4	4	4	2	2	2	4	1	5	4	2	1	5	5	3	2	4	1	2	4	4	4	4	5	4	1	1	5	2	1	1	3	5	4	5	5	5	3	2	2	2	5	5	2	2	1	1	1	1	4	2	1	4	2	1	2	2	2	4	4	47	2	95	US	6	1238
5	5	4	5	5	5	5	2	1	1	4	4	4	5	4	4	4	4	2	2	1	1	1	3	5	4	4	3	1	1	1	1	2	4	3	4	4	4	4	1	1	2	2	3	2	4	2	4	2	2	4	2	5	2	4	2	5	4	2	3	3	2	3	4	2	4	5	4	2	2	2	2	2	4	5	4	2	4	4	1	2	1	1	2	4	2	2	2	1	4	4	4	4	4	3	3	3	3	2	4	2	2	2	1	2	2	2	2	5	4	4	4	4	4	2	2	4	4	4	2	2	2	3	5	5	5	4	5	1	1	1	2	1	2	3	4	5	1	5	4	4	4	3	2	3	4	2	4	4	4	4	4	4	2	2	3	4	2	2	4	3	4	3	29	2	95	NI	1	3665
4	5	4	4	4	5	5	4	1	2	4	3	4	4	3	2	3	3	4	2	2	1	1	2	4	4	4	3	2	2	2	2	2	3	2	4	4	3	4	2	2	3	2	2	2	4	2	5	4	1	3	2	3	3	3	4	3	3	2	2	4	2	4	4	3	0	4	4	3	2	2	3	2	5	5	4	2	4	4	2	2	1	2	2	2	2	3	4	1	2	3	4	2	4	4	3	5	4	3	4	2	2	2	3	2	2	4	3	3	3	2	3	4	1	2	3	2	4	4	4	2	4	3	5	4	4	4	4	2	2	2	2	2	3	3	4	4	5	4	4	4	2	2	2	3	4	3	4	3	2	2	2	4	2	1	2	3	2	4	3	3	4	3	27	2	90	US	6	1121
5	5	5	5	5	5	3	1	1	4	5	4	5	5	4	4	2	4	4	5	4	2	1	1	4	2	4	2	5	4	4	1	4	4	4	5	4	2	4	3	4	2	1	3	0	5	2	5	3	1	2	4	4	2	5	1	4	3	3	2	4	3	4	5	5	3	5	5	1	2	1	1	2	5	5	5	5	5	5	2	1	1	1	2	3	2	3	5	1	2	4	3	0	5	5	5	5	3	3	3	1	1	1	2	4	1	4	2	4	5	4	5	4	4	5	5	5	5	4	5	1	3	3	5	5	5	3	5	1	1	3	1	1	1	3	4	3	5	2	3	5	3	4	2	1	2	1	3	5	1	5	5	5	4	1	2	2	4	4	2	3	5	5	21	2	95	SE	1	1107
4	4	4	4	4	4	4	4	2	2	3	3	4	4	4	3	3	4	4	2	3	2	2	1	3	3	3	2	2	2	3	3	3	3	3	4	3	4	4	2	2	4	3	4	3	5	3	3	3	1	3	2	2	4	3	4	4	5	3	3	5	0	4	4	2	4	3	4	2	3	2	3	3	4	4	3	3	4	5	2	3	2	2	4	3	3	4	5	3	3	2	3	3	4	4	3	4	4	2	4	4	1	1	2	2	1	4	3	4	4	4	3	4	4	3	4	5	4	4	3	2	2	2	4	3	4	3	3	2	4	1	2	2	3	4	4	3	4	2	5	3	4	3	3	2	4	3	4	3	3	4	4	4	3	3	2	4	3	3	3	2	2	2	37	2	99	US	2	473
2	2	2	3	3	3	3	3	3	3	5	5	5	5	5	5	3	4	2	2	2	1	1	2	3	4	2	2	4	4	4	3	2	5	5	4	4	5	4	2	2	2	2	2	2	3	2	4	2	3	4	2	4	3	4	4	4	4	2	2	2	2	3	2	2	4	2	3	0	3	2	3	2	5	5	5	2	1	2	4	4	2	2	4	4	4	4	4	3	3	2	3	3	4	3	2	0	4	3	4	4	3	3	3	3	2	4	3	2	2	2	2	3	3	2	2	4	3	3	3	3	2	4	3	4	4	4	3	2	2	1	2	2	4	4	4	4	4	4	4	3	2	2	4	2	3	4	4	2	4	4	4	3	4	4	4	4	4	5	4	2	3	3	16	2	85	US	2	475
3	3	5	4	4	2	4	3	1	2	3	3	5	4	5	3	4	3	2	3	1	2	1	1	5	4	4	3	2	2	1	1	2	4	3	4	2	3	4	3	1	2	2	2	4	4	3	4	5	1	3	1	2	4	3	3	4	4	2	3	3	1	4	4	4	4	3	3	3	3	3	5	2	3	3	2	2	2	3	4	3	2	2	3	4	4	2	2	1	4	4	4	4	5	4	3	4	2	4	4	2	2	1	2	3	4	2	3	2	3	4	4	2	3	3	3	3	3	4	2	2	3	4	5	4	4	3	3	3	2	2	1	3	1	2	3	2	4	4	3	5	4	3	4	2	4	4	4	3	3	2	4	4	3	3	4	4	2	3	4	3	3	4	19	1	75	AU	6	860
1	1	4	3	4	2	2	4	3	1	3	4	4	4	5	4	3	3	1	4	2	1	1	2	1	3	2	2	3	3	5	3	2	4	3	3	4	4	4	2	1	2	2	1	1	5	1	5	1	1	5	1	1	1	3	1	2	1	3	3	4	3	4	1	1	1	1	1	5	5	2	5	3	5	4	5	3	1	4	5	1	1	1	2	5	5	5	5	4	1	1	1	2	5	4	3	3	5	4	3	2	1	1	5	4	2	4	4	1	1	2	2	2	3	4	3	5	1	3	3	5	2	4	4	3	5	2	5	1	1	1	1	4	5	5	5	5	5	5	5	1	1	5	4	3	5	5	5	1	1	1	1	3	3	3	4	4	2	3	1	3	4	3	48	1	100	US	6	454
4	3	4	4	4	4	5	4	2	2	3	3	2	4	4	3	4	4	4	2	2	3	2	4	4	4	4	4	1	1	2	1	2	3	2	4	2	3	3	3	2	2	2	2	2	4	4	3	4	1	2	2	1	4	4	4	4	4	2	2	1	2	2	4	2	2	4	4	4	2	2	3	4	5	4	4	2	4	3	2	1	1	2	2	4	4	2	2	4	3	4	4	2	1	4	4	4	2	2	4	3	2	2	3	3	3	4	2	3	3	2	3	4	3	2	2	3	2	4	2	2	4	4	4	3	4	3	5	4	2	5	2	2	3	4	4	3	2	2	4	4	4	2	2	2	3	2	3	4	4	4	4	4	1	1	2	2	2	3	2	4	4	4	26	2	95	US	1	603
3	4	4	4	4	4	4	3	2	2	3	3	5	4	4	4	3	4	4	3	2	4	4	4	4	4	3	4	2	2	2	4	2	3	4	4	2	4	3	4	2	4	4	3	4	3	3	4	3	2	3	2	3	3	4	2	4	3	2	3	2	2	4	4	3	4	3	3	4	4	4	3	3	3	4	3	3	4	3	2	3	3	4	3	3	3	3	3	2	4	4	4	3	4	4	4	4	2	2	4	4	2	2	2	4	2	2	2	4	5	5	4	5	4	4	4	4	3	5	4	3	4	4	4	4	4	3	4	2	3	2	2	2	2	2	4	2	3	3	4	4	4	2	4	2	4	3	2	4	4	4	4	4	2	1	2	3	1	3	3	5	4	4	37	2	90	US	1	506
4	2	4	4	4	4	4	2	2	2	4	3	4	4	4	2	2	4	4	2	4	2	2	4	4	4	4	2	2	2	2	2	2	3	2	3	2	4	3	3	2	3	3	3	3	3	3	4	2	2	2	2	2	3	4	5	4	4	2	3	3	2	2	4	3	2	4	4	3	2	3	4	4	4	4	4	3	4	4	2	3	4	2	2	2	2	2	2	2	4	4	2	4	3	3	3	3	3	3	4	3	4	2	2	3	2	4	2	4	4	2	4	4	3	2	4	3	2	4	4	4	4	4	3	4	4	3	3	2	2	3	3	4	2	2	4	3	4	4	4	4	4	4	3	3	3	3	4	4	2	3	2	3	2	2	2	2	2	2	2	4	5	4	56	2	98	AU	2	538
2	3	2	2	4	4	3	4	3	4	3	3	4	4	3	3	2	4	3	3	3	2	2	3	3	2	4	3	3	3	3	3	3	2	4	4	3	3	2	3	2	3	2	2	4	4	4	4	4	2	3	2	2	3	3	3	2	2	4	4	4	3	4	4	2	4	4	3	3	2	4	4	4	3	4	4	2	2	3	3	2	2	3	4	4	4	4	4	4	3	2	3	2	4	4	4	4	2	3	4	3	2	2	4	4	2	4	4	2	2	2	2	2	4	4	2	4	4	4	4	2	2	3	4	4	4	3	4	2	2	2	2	2	3	4	4	3	4	3	4	4	3	4	4	2	4	3	3	4	3	4	2	4	3	3	3	4	3	3	4	3	2	4	23	1	98	SG	2	777
4	5	4	4	5	4	5	2	1	2	5	4	5	3	5	4	3	2	3	3	1	2	1	3	3	3	3	3	3	3	2	3	4	4	2	3	5	4	3	3	2	3	1	3	3	5	4	5	4	1	2	2	2	3	3	5	4	5	2	4	5	2	3	5	3	3	4	2	3	1	2	3	3	3	3	1	1	3	4	3	1	2	1	5	2	2	3	2	1	3	3	3	3	3	5	2	3	4	3	3	3	1	2	3	2	2	5	4	3	3	3	3	4	2	2	5	4	5	2	5	1	3	3	3	5	5	3	2	2	1	3	3	2	3	3	4	3	3	3	4	5	4	4	4	2	4	3	4	1	4	4	2	3	3	4	2	2	2	1	4	4	4	3	28	2	85	US	1	1070
